0 Deg Regular Run 13 2018-04-12
Time(s) Response(deg) LoadCell(N)
8.020000 -9.110195 -2.014582
8.040000 -8.903368 -2.020562
8.060000 -8.686374 -2.010787
8.080000 -8.461984 -2.016977
8.100000 -8.226192 -2.015226
8.120000 -7.982304 -2.010031
8.140000 -7.728532 -2.009779
8.160000 -7.468547 -2.017817
8.180000 -7.199414 -2.018391
8.200000 -6.923885 -2.012622
8.220000 -6.639252 -2.014526
8.240000 -6.346088 -2.016319
8.260000 -6.051806 -2.018097
8.280000 -5.746179 -2.009877
8.300000 -5.431027 -2.011796
8.320000 -5.108974 -2.022900
8.340000 -4.784478 -2.014652
8.360000 -4.454337 -2.016319
8.380000 -4.117390 -2.017173
8.400000 -3.780418 -2.016627
8.420000 -3.436185 -2.024371
8.440000 -3.091713 -2.022340
8.460000 -2.743779 -2.014806
8.480000 -2.401595 -2.017789
8.500000 -2.057143 -2.014792
8.520000 -1.705553 -2.012370
8.540000 -1.344752 -2.017523
8.560000 -0.964456 -2.026583
8.580000 -0.571657 -2.023404
8.600000 -0.207771 -2.025365
8.620000 0.156606 -2.022116
8.640000 0.521734 -2.013980
8.660000 0.881448 -2.013364
8.680000 1.242601 -2.011305
8.700000 1.596270 -2.011432
8.720000 1.951654 -2.010899
8.740000 2.303776 -2.007455
8.760000 2.651498 -2.020198
8.780000 2.996080 -2.020128
8.800000 3.334444 -2.014960
8.820000 3.665122 -2.019736
8.840000 3.992937 -2.014890
8.860000 4.312760 -2.013238
8.880000 4.628004 -2.019091
8.900000 4.939289 -2.009933
8.920000 5.241774 -2.020170
8.940000 5.536122 -2.025323
8.960000 5.822210 -2.015352
8.980000 6.101308 -2.019007
9.000000 6.372868 -2.013756
9.020000 6.636676 -2.017509
9.040000 6.887696 -2.012356
9.060000 7.128066 -2.014764
9.080000 7.361442 -2.013798
9.100000 7.584542 -2.012902
9.120000 7.799318 -2.013742
9.140000 8.002073 -2.026933
9.160000 8.190571 -2.018489
9.180000 8.371520 -2.010829
9.200000 8.540257 -2.016095
9.220000 8.699791 -2.020170
9.240000 8.842662 -2.012804
9.260000 8.976355 -2.011628
9.280000 9.095880 -2.018083
9.300000 9.205398 -2.019848
9.320000 9.306386 -2.013504
9.340000 9.390132 -2.023670
9.360000 9.461862 -2.020744
9.380000 9.521026 -2.012636
9.400000 9.568649 -2.017481
9.420000 9.606268 -2.019665
9.440000 9.630293 -2.022382
9.460000 9.641851 -2.014260
9.480000 9.643159 -2.014134
9.500000 9.633394 -2.016907
9.520000 9.615772 -2.022004
9.540000 9.581365 -2.010451
