% Original filename: Decay Test 0Deg No StringPot0012.mat
0 Deg Decay NoStringPot Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
11.640000 1.945810 -1.945672
11.660000 1.866628 -1.948752
11.680000 1.789972 -1.945042
11.700000 1.704550 -1.943781
11.720000 1.626792 -1.941149
11.740000 1.546448 -1.942661
11.760000 1.471617 -1.944509
11.780000 1.392877 -1.947730
11.800000 1.314276 -1.953556
11.820000 1.231124 -1.942157
11.840000 1.150573 -1.940350
11.860000 1.068094 -1.944523
11.880000 0.992057 -1.942409
11.900000 0.909493 -1.953528
11.920000 0.832836 -1.953710
11.940000 0.748255 -1.948570
11.960000 0.669210 -1.956776
11.980000 0.584973 -1.959507
12.000000 0.503905 -1.942619
12.020000 0.418109 -1.946736
12.040000 0.335629 -1.942773
12.060000 0.251238 -1.941947
12.080000 0.169523 -1.944215
12.100000 0.086729 -1.948150
12.120000 0.002530 -1.945560
12.140000 -0.079061 -1.940280
12.160000 -0.163128 -1.946176
12.180000 -0.239613 -1.944117
12.200000 -0.324986 -1.941219
12.220000 -0.403753 -1.953822
12.240000 -0.489726 -1.949355
12.260000 -0.570110 -1.937256
12.280000 -0.653905 -1.937466
12.300000 -0.734498 -1.947450
12.320000 -0.812478 -1.944495
12.340000 -0.892746 -1.952645
12.360000 -0.969036 -1.944467
12.380000 -1.048969 -1.944159
12.400000 -1.125500 -1.946316
12.420000 -1.203453 -1.944537
12.440000 -1.277848 -1.943179
12.460000 -1.354013 -1.946470
12.480000 -1.428267 -1.946232
12.500000 -1.500816 -1.946610
12.520000 -1.563350 -1.941541
12.540000 -1.633629 -1.950027
12.560000 -1.700244 -1.941891
12.580000 -1.773389 -1.951217
12.600000 -1.838044 -1.941947
12.620000 -1.908794 -1.945322
12.640000 -1.974266 -1.939062
12.660000 -2.036787 -1.945672
12.680000 -2.097914 -1.947702
12.700000 -2.163728 -1.941919
12.720000 -2.224558 -1.944972
12.740000 -2.286829 -1.943879
12.760000 -2.342201 -1.946246
12.780000 -2.404376 -1.949845
12.800000 -2.463565 -1.944509
12.820000 -2.524794 -1.949397
12.840000 -2.578667 -1.951833
12.860000 -2.633291 -1.948122
