% Original filename: Decay Test 0Deg0008.mat
0 Deg Decay Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
7.520000 0.521656 -1.943641
7.540000 0.431715 -1.945028
7.560000 0.353037 -1.945826
7.580000 0.267697 -1.943095
7.600000 0.188125 -1.940827
7.620000 0.109884 -1.947982
7.640000 0.028791 -1.948948
7.660000 -0.048853 -1.941989
7.680000 -0.131215 -1.948710
7.700000 -0.209885 -1.955768
7.720000 -0.287331 -1.950321
7.740000 -0.367844 -1.955460
7.760000 -0.438750 -1.950657
7.780000 -0.518739 -1.951133
7.800000 -0.591970 -1.948136
7.820000 -0.664694 -1.950797
7.840000 -0.739133 -1.956398
7.860000 -0.809672 -1.951273
7.880000 -0.882145 -1.953864
7.900000 -0.956012 -1.959703
7.920000 -1.026188 -1.959605
7.940000 -1.097171 -1.960921
7.960000 -1.166225 -1.954060
7.980000 -1.235574 -1.961832
8.000000 -1.300393 -1.952449
8.020000 -1.369954 -1.952197
8.040000 -1.436917 -1.952253
8.060000 -1.502544 -1.943011
8.080000 -1.569893 -1.958611
8.100000 -1.629455 -1.949999
8.120000 -1.689347 -1.943235
8.140000 -1.747621 -1.950181
8.160000 -1.810064 -1.947688
8.180000 -1.864976 -1.944425
8.200000 -1.922234 -1.943641
8.220000 -1.975287 -1.948346
8.240000 -2.031460 -1.945462
8.260000 -2.087480 -1.950601
8.280000 -2.144382 -1.948024
8.300000 -2.200900 -1.949145
8.320000 -2.249879 -1.950153
8.340000 -2.300459 -1.950587
8.360000 -2.345355 -1.950783
8.380000 -2.395406 -1.947072
8.400000 -2.440290 -1.948584
8.420000 -2.485447 -1.947660
8.440000 -2.529872 -1.943305
8.460000 -2.572291 -1.948570
8.480000 -2.619298 -1.949677
8.500000 -2.656483 -1.955054
8.520000 -2.695437 -1.954998
8.540000 -2.729869 -1.953093
8.560000 -2.762631 -1.955516
8.580000 -2.795516 -1.955250
8.600000 -2.826149 -1.955558
8.620000 -2.854994 -1.955922
8.640000 -2.884964 -1.949859
8.660000 -2.910165 -1.961846
8.680000 -2.935581 -1.957883
8.700000 -2.957116 -1.958317
8.720000 -2.976836 -1.958051
8.740000 -2.994653 -1.952505
8.760000 -3.007993 -1.951385
8.780000 -3.018665 -1.950083
8.800000 -3.030906 -1.952183
8.820000 -3.045297 -1.961145
8.840000 -3.051760 -1.951427
8.860000 -3.058291 -1.958485
8.880000 -3.066338 -1.954200
8.900000 -3.071148 -1.956048
8.920000 -3.073323 -1.951973
8.940000 -3.079576 -1.953192
8.960000 -3.081256 -1.950097
8.980000 -3.081452 -1.960459
9.000000 -3.077680 -1.949187
9.020000 -3.076942 -1.946582
9.040000 -3.078574 -1.944817
9.060000 -3.080240 -1.949201
9.080000 -3.079195 -1.955838
9.100000 -3.072593 -1.950461
9.120000 -3.065574 -1.955740
9.140000 -3.060523 -1.950727
9.160000 -3.056906 -1.946512
9.180000 -3.054267 -1.947016
9.200000 -3.044924 -1.948052
9.220000 -3.035268 -1.952813
9.240000 -3.025680 -1.952687
9.260000 -3.017982 -1.954130
9.280000 -3.001761 -1.955432
9.300000 -2.983849 -1.951931
9.320000 -2.965867 -1.948486
9.340000 -2.948894 -1.945266
9.360000 -2.929604 -1.952337
9.380000 -2.907568 -1.950993
9.400000 -2.888704 -1.952743
9.420000 -2.865848 -1.951665
9.440000 -2.838420 -1.951189
9.460000 -2.811320 -1.949117
9.480000 -2.783106 -1.947814
9.500000 -2.751892 -1.952869
9.520000 -2.718629 -1.948668
9.540000 -2.683319 -1.964324
9.560000 -2.650165 -1.953135
9.580000 -2.614023 -1.952043
9.600000 -2.579892 -1.947002
9.620000 -2.547099 -1.948066
9.640000 -2.506334 -1.948710
9.660000 -2.468992 -1.940869
9.680000 -2.433860 -1.948584
9.700000 -2.395437 -1.950825
